time_sec,success,candidate_count,match_count,keep_ratio,mean_match_distance_m,max_match_distance_m,mean_tangent_angle_deg,lateral_m,yaw_correction_rad,rms_error_m,measured_x,measured_y,measured_yaw,innovation_x,innovation_y,innovation_yaw,gain_x,gain_y,gain_yaw
0.04999999999999716,1.0,14.0,14.0,1.0,0.015473668604116256,0.031684341766198915,0.10694824482409476,0.06877413265446464,-0.001603359973837337,6.501482645363305e-05,-0.002263564144041729,0.0723268230860125,-0.000803917780599539,-5.4980937590854394e-05,0.0687741106774228,-0.001603359973837337,0.41176510769299823,0.4174995577717326,0.9963172162075561
0.22999999999999687,1.0,14.0,14.0,1.0,0.015497222239815587,0.03151946921467078,0.10698548526680626,0.06709594140729418,-0.0014120084382765552,6.569424817596514e-05,-0.0024284351025320935,0.07232815080351843,-0.0008049858931876242,-2.0444453951677568e-05,0.03838238321455827,0.0001982969339963704,0.4230929977162385,0.5081127259121235,0.5151815741080324
0.4299999999999997,1.0,15.0,15.0,1.0,0.014070052234184524,0.03438750789795235,1.1560961659148232,0.061338051728771915,0.0037131559296860166,0.0024032130338165667,0.00043546268154251433,0.06605801445269116,0.0042468145434565435,-5.856551813744105e-06,0.013126254419327313,0.005227114521119662,0.4561501884887507,0.5591326699135906,0.38685063888145993
0.8299999999999983,1.0,15.0,15.0,1.0,0.01540825376518115,0.03112373695759847,0.12236985144002423,0.06886012986391157,-0.0016280269159548867,6.694357371470145e-05,-0.0028241825346492543,0.07231016496814835,-0.0007874430569926464,-2.990671167511739e-05,0.013308392803868876,-0.0021537973275270092,0.5496761894872797,0.6654951220138984,0.3526435956705765
1.2299999999999969,1.0,15.0,15.0,1.0,0.015432443966029592,0.03148660297985493,0.09991703493319816,0.06777091231178996,-0.0018114438563562754,6.361410138226248e-05,-0.0024613035735565,0.07232640451832417,-0.0008038686766666406,-2.2712417230411498e-05,0.0033621639290740274,-0.001569813645693375,0.5684712639535533,0.6778851847323325,0.33798431704436277
1.4299999999999997,1.0,15.0,15.0,1.0,0.015567613098034816,0.03351417922385182,0.09946883442672999,0.06811083755643044,-0.001822230613768671,5.572249151907849e-05,-0.0004337395129135898,0.07231024588424295,-0.0007908415004744141,-1.1347479680347944e-05,0.0014245102964137724,-0.0010501573225190778,0.48820339936630236,0.5836324804906549,0.2942492702733526
1.8500000000000014,1.0,15.0,15.0,1.0,0.015268705404962332,0.02985921453250348,0.1591735141872445,0.06720077915998125,-0.0017419748359635092,4.656817494289091e-05,-0.004088561114724285,0.07253227953863785,-0.0009817185643212858,1.2197201631546778e-05,-0.00032064341104524885,-0.0006619082183167414,0.5639894105834039,0.6751505635113939,0.3150861959517765
2.030000000000001,1.0,15.0,15.0,1.0,0.015406437114619202,0.0310964752998834,0.1000040195002136,0.06695057569172723,-0.001795857514709027,6.517779254039664e-05,-0.0028514289002593935,0.07232951407924638,-0.0008063756261882555,-9.97418362571733e-06,-0.00035289888284648074,-0.0005074271959191023,0.4760485247833585,0.57165746375088,0.2785714955518839
2.4299999999999997,1.0,15.0,15.0,1.0,0.015394778836607751,0.030921583400395164,0.10004206154968813,0.06777412725816465,-0.0017550747583675197,6.588282069445154e-05,-0.0030263197290355606,0.07233090805114367,-0.0008074994497862699,-2.0401257578806994e-06,0.000672171977815425,-0.0003252210978447862,0.554944128870102,0.6688007415928499,0.3038471570900107
3.270000000000003,1.0,14.0,14.0,1.0,0.015424110271895853,0.03203124581840147,0.10687833230283904,0.06784324267044749,-0.0009617037183769292,6.359326438647884e-05,-0.001916660360967968,0.07232404447087283,-0.0008016824592845049,5.256470834192782e-05,0.0002933771953709807,0.0005670018805611261,0.6687747851328184,0.774868120312403,0.3722788753640147
4.589999999999996,1.0,15.0,15.0,1.0,0.015387927749012426,0.030818801980370996,0.1000705263884551,0.06781144749288044,-0.00033222684571826037,6.629807930582488e-05,-0.0031290970749673808,0.0723317453487077,-0.0008081745347168729,6.0444053049785694e-05,3.253861218545373e-05,0.000985317563519076,0.7645415676214998,0.8474912985095291,0.47914555101279743
5.189999999999998,1.0,15.0,15.0,1.0,0.015605718163052774,0.034085743802979324,0.12229441100332901,0.07019491421002841,-0.0014183624933419281,5.442454844134961e-05,0.0001378117301537376,0.07229268324836347,-0.0007744456276388413,-6.120904363346682e-05,0.002391338546867461,-0.0005729213352830522,0.6572578245032012,0.7506446712340983,0.41724366974907123
5.950000000000003,1.0,13.0,13.0,1.0,0.016912067882039212,0.03327685401781111,0.2964974304263385,0.06986915585746532,-0.003167286733955831,0.00031712960061652383,-0.0006715718350173553,0.07334413240123325,-0.0016204366744976262,-8.534433876999556e-05,0.0002698019651350275,-0.0020845099122359352,0.6470951661460866,0.7508498680109094,0.3833292980403228
6.390000000000001,1.0,13.0,13.0,1.0,0.014974868546455945,0.025326858381080983,0.11172198568977637,0.0681663339372037,-0.002905659739555349,3.527855603480243e-05,0.01137891735249721,0.07229082340562942,-0.0007726251779607116,-6.881761483897367e-05,-0.0016128754950023305,-0.0010238701206737124,0.5796105162184982,0.6803880709963597,0.34803542529239584
