time_sec,raw_x,raw_y,raw_yaw,fence_x,fence_y,fence_yaw,truth_x,truth_y,truth_yaw,raw_position_error_m,fence_position_error_m,raw_yaw_error_deg,fence_yaw_error_deg
0.0,1.4,3.4,-1.5707963267948966,1.401485831470193,3.401619249283471,-1.5707963267948966,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.002104721200127143,0.0015857039338973249,0.020220768750794867,0.020220768750794867
0.02,1.4000460997077744,3.3998098942855783,-1.5707963799351652,1.4015319799739638,3.4014291554084712,-1.5705396937252054,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0022957561979122954,0.0016960464906454146,0.02022381346390955,0.005516776974005369
0.060000000000000005,1.400139178259971,3.3994229541350585,-1.5707962904703678,1.4016251578452936,3.4010422391626793,-1.570539604260408,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0026865791407647854,0.0019615183609450453,0.020218687508606507,0.0055116510187023255
0.1,1.3989472504571445,3.400510737921173,-1.57125866348361,1.4001924489616542,3.4023619834875953,-1.5707348976240763,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0018971421494051442,0.00033616175799121707,0.046710709728134334,0.016701136523803253
0.12000000000000001,1.3989659917124748,3.4005650990727805,-1.5712586420359198,1.4002111617418997,3.402416354447775,-1.570734876176386,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0018413579573825318,0.0003903755925414405,0.04670948086600039,0.016699907661669306
0.16,1.399003718444489,3.4006763287275668,-1.571258615166061,1.400248830210446,3.4025276038472776,-1.5707348493065272,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0017279164551393753,0.0005032450416185165,0.04670794133649604,0.01669836813216496
0.2,1.3980164369078991,3.4004407917890065,-1.571051055797862,1.398931450642483,3.4024165870778833,-1.5704852115245787,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0025707962280731344,0.0010903681234903722,0.03481566554029492,0.0023951768195070245
0.22,1.39801254652155,3.4004375919144114,-1.5710510751627633,1.3989275620673873,3.402413385002448,-1.5704852308894799,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.002575832909359308,0.0010931858529851814,0.034816775067406554,0.0023962863466186553
0.26,1.398004501507626,3.4004314691615303,-1.5710508130211087,1.3989195205192757,3.4024072576983224,-1.5704849687478253,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0025859285112299533,0.0010991993023904642,0.03480175545696308,0.0023812667361751793
0.30000000000000004,1.3981162963746778,3.399547210846012,-1.5710500032821764,1.4002707198806845,3.4016071235371883,-1.5704593305467642,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0031622011430194517,0.0005780965625898941,0.03475536083363198,0.0009123060210691169
0.32,1.3981146300038216,3.399395386102563,-1.5710500382773143,1.4002691431888503,3.4014552978359456,-1.5704593655419021,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.003287143776529647,0.0007123032907759597,0.03475736590733705,0.000914311094774186
0.36000000000000004,1.3981110912653827,3.399086628188973,-1.57104975644125,1.4002657868258994,3.401146537885981,-1.5704590837058379,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0035477891692618003,0.001000850953185661,0.03474121789034013,0.0008981630777772673
0.4,1.397743130829452,3.4015969427253405,-1.5711769526506076,1.3999297357037266,3.403378364280509,-1.5705206388852777,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.002290070551186855,0.00127462550979172,0.042029023856595245,0.004425015066850718
0.42000000000000004,1.3977331003130535,3.401919146484388,-1.571176926527766,1.3999194937227413,3.4037005613869966,-1.570520612762436,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.002250779304544465,0.00159698251226099,0.042027527128018806,0.004423518338274277
0.46,1.3977126587472966,3.4025758763065515,-1.5711770345462357,1.399898621140596,3.404357277651637,-1.5705207207809058,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0023121109183630206,0.0022540271009878535,0.042033716130443474,0.004429707340698947
0.5,1.3966620813761441,3.4015931505200028,-1.5702575042468614,1.3980077366870782,3.402877181171401,-1.56984578634234,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.003353376113156466,0.002114676735089262,0.010651489158105282,0.03424118743714739
0.52,1.3966281693254992,3.4016457118185737,-1.5702574170535089,1.3979738029988806,3.402929728503319,-1.5698456991489875,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0033793578572071277,0.0021657705891933317,0.010656484969207312,0.03424618324824942
0.56,1.3965594500018297,3.401752674954553,-1.570257301232295,1.3979050396423984,3.4030366633372573,-1.5698455833277736,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0034348522703659613,0.002271251924860569,0.010663121035944897,0.034252819314987006
0.6000000000000001,1.3989641908128225,3.4002791564832364,-1.5704802858143476,1.400425331565491,3.4015805164784125,-1.5701028542200122,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.002087202552943382,0.0006901770532166312,0.0021129544121646178,0.019512282998150648
0.62,1.398984397751139,3.4000666380018116,-1.5704804048718768,1.4004456187135559,3.4013680056388615,-1.5701029732775413,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0022664867122642743,0.0008734301243595707,0.0021197759061052424,0.019505461504210023
0.66,1.3990251438391814,3.399633754980743,-1.570480597100548,1.4004865281824208,3.400935138027487,-1.5701031655062125,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0026475593663965917,0.0012759379332144291,0.0021307897976665852,0.019494447612648683
0.7000000000000001,1.3985235799586928,3.4003417462754166,-1.5707408203774702,1.4001875345130268,3.4012650742006496,-1.5703317817192264,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0022842486564646834,0.0008656975921598095,0.017040485296373364,0.006395703478691637
0.7200000000000001,1.3985321034843292,3.4003166455750544,-1.5707408743723938,1.4001960683051067,3.401239976988839,-1.57033183571415,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0022983098865895822,0.0008921212788134372,0.017043578977613258,0.006392609797451743
0.76,1.3985492120901888,3.4002658405764254,-1.5707408262962153,1.4002131976907428,3.401189178992541,-1.5703317876379714,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0023275225045655133,0.0009455826841882072,0.017040824415484723,0.0063953643595802785
0.8,1.3992101449371637,3.4009701631867273,-1.5707201398786927,1.3999715287487655,3.4015799695336026,-1.5702709319727919,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0013688680212649205,0.000524638449535073,0.01585557999819951,0.009882137133829674
0.8200000000000001,1.3992332086273724,3.4010731221056045,-1.5707199949882837,1.3999945461866885,3.4016829388024834,-1.5702707870823829,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0012712185754486197,0.000422045885941285,0.015847278389271656,0.009890438742757527
0.8600000000000001,1.3992797157380392,3.4012830985364784,-1.5707201173709144,1.4000409589695935,3.4018929361035326,-1.5702709094650136,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0010770198481132838,0.00022132837160664174,0.015854290397496255,0.009883426734532927
0.9,1.3981491354302578,3.402792144851741,-1.5703348183622072,1.3993930335499531,3.4031475213429756,-1.5700436715687645,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0019521785515508934,0.001194917269212644,0.006221716652001075,0.02290319913503928
0.92,1.3981462669764608,3.4031176303657276,-1.570334710436478,1.3993900703322155,3.403473006008026,-1.5700435636430352,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0020916530023922355,0.0014886742079867061,0.0062279003407875394,0.022909382823825746
0.9600000000000001,1.3981403220105426,3.4037804539942824,-1.5703347549822184,1.3993839323875776,3.40413582787763,-1.5700436081887756,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0024857753577144886,0.0021158339183878824,0.006225348057865635,0.022906830540903842
1.0,1.3986083654211992,3.4012807034011603,-1.5706957393577792,1.3996631993751496,3.4018697772874384,-1.5703776046801807,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0015968188987025864,0.0003913082469592531,0.014457533131931244,0.003770241211214917
1.02,1.3986159298082457,3.401079012268038,-1.5706957865793791,1.399670827926756,3.4016680885710167,-1.5703776519017807,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0017035882902412423,0.0005327285343854985,0.014460238730311022,0.0037675356128351466
1.06,1.3986310905099975,3.4006677260590124,-1.5706958522245764,1.399686119472144,3.401256807205949,-1.570377717546978,1.3999762274415304,3.4021045869418316,-1.5704434078029108,0.0019682384411320525,0.000896043031597826,0.014463999923060352,0.003763774420085812
