time_sec,success,candidate_count,match_count,keep_ratio,mean_match_distance_m,max_match_distance_m,mean_tangent_angle_deg,lateral_m,yaw_correction_rad,rms_error_m,measured_x,measured_y,measured_yaw,innovation_x,innovation_y,innovation_yaw,gain_x,gain_y,gain_yaw
0.060000000000002274,1.0,14.0,14.0,1.0,0.014393849186667109,0.025378329450709558,0.16797221653695943,0.024508628523494943,0.04588735851603069,6.944156372784673e-05,0.0009093463419652557,0.0745862007715421,-0.0022088336223963986,0.0011783172947065054,0.02448028677233307,0.04588735851603069,0.4468634300780301,0.47692708955990365,0.9987261465259374
1.0999999999999943,1.0,18.0,18.0,1.0,0.012967472682001312,0.024761638646314216,1.1420695620179782,0.02141869633894333,0.0536457256991289,0.0019063122209784485,0.0002624776499995573,0.06948181771849812,0.0017884154769449293,0.0004536389686369593,0.009756022606051587,0.007847102871506617,0.7474438244790381,0.8356388610878671,0.6398600040157748
2.259999999999991,1.0,15.0,15.0,1.0,0.012432410058883384,0.024053921358757308,0.15923269718173144,0.026929658664012847,0.05266427655148086,6.0355841230067655e-05,-0.00041506565115141496,0.07462979581457284,-0.0022526099897319796,0.00045710328523592965,0.007156149456505084,0.0018480401625146083,0.7394847957738501,0.8285944456907779,0.4977676883193436
2.6599999999999966,1.0,15.0,15.0,1.0,0.012268095826910257,0.02378005879269889,0.15922020954734423,0.025513821093123265,0.0519447470572673,6.1396646890591e-05,-0.0006889246082443321,0.07462961653298722,-0.0022523574763924775,9.348610068049318e-05,-0.00017495291395820678,0.00021096050600582497,0.6005689128468678,0.6930552628407645,0.3960118395237829
3.299999999999983,1.0,13.0,13.0,1.0,0.01457558458290038,0.02589386294939194,0.3579466922006313,0.025435706220820857,0.05136567878218825,0.000240916525063299,0.0014250979484581954,0.07537669116849924,-0.0028493845513778288,7.922442987885747e-05,-0.00024031277525461692,-0.0004516490258007735,0.6128796702368267,0.7220142208269028,0.3598592630871605
3.759999999999991,1.0,15.0,15.0,1.0,0.01380001922706098,0.025399946467818634,0.15728355741769595,0.02446098477647807,0.05205844591333959,6.707114141165548e-05,0.0009309048313588448,0.0745819229062214,-0.0022060994043748144,-1.2313235472858025e-05,-0.0010170201865527667,0.0004038022585362124,0.613709033459434,0.712435133700452,0.37374790989157225
3.799999999999983,1.0,14.0,14.0,1.0,0.014742658215525936,0.02704955032058562,0.17124829379339704,0.024666855393118196,0.05202500181299027,5.044802406978176e-05,0.0025809850257473965,0.07468184477350773,-0.0022931665025777564,4.760706047472578e-06,-0.0001718885015543209,0.0002193436573468656,0.39149154580416573,0.4453556185081031,0.26662974903438724
4.5,1.0,15.0,15.0,1.0,0.013993331173877407,0.025979873727914708,0.1572843215299727,0.02431733795755218,0.04860315916796168,6.491612769056831e-05,0.0015108731665767245,0.0745820315558746,-0.002206411386952406,-8.986387828662564e-05,-0.00038950172047129417,-0.003260866378297358,0.6371594428691556,0.7485551273287403,0.3597912209034133
4.599999999999994,1.0,14.0,14.0,1.0,0.015369647332753316,0.027529074001898537,0.16914333695815167,0.024942299832858013,0.04795558050452364,6.028873674552733e-05,0.0030604275936568642,0.07462793144491474,-0.0022417367679769054,-4.365334493826615e-05,0.00044846711094460867,-0.0027352624401063928,0.4359498077601524,0.5078720462607111,0.27148045231789275
5.199999999999989,1.0,15.0,15.0,1.0,0.014093842854923287,0.02734378098160832,0.15934458952409755,0.02271541950586376,0.04833153686042583,5.023153823234032e-05,0.002874869162347155,0.07463183124322936,-0.0022555478072845067,-1.6203812150013697e-05,-0.001996374174794646,-0.001616996561580686,0.6172579289759623,0.7287722005080108,0.34542689838236673
5.599999999999994,1.0,15.0,15.0,1.0,0.014771613507442518,0.028314597462937904,0.15734309918895104,0.023938273081065154,0.04853363441913359,5.747592881794499e-05,0.0038456117785458334,0.07458263708961904,-0.0022078034942456803,-2.61821431025034e-06,0.000633425449285227,-0.0008562235487371455,0.5800109256717559,0.6832653867187666,0.3348062125223806
