time_sec,raw_x,raw_y,raw_yaw,output_x,output_y,output_yaw,raw_waypoint_error_m,corrected_waypoint_error_m,lateral_only_x,lateral_only_y,lateral_only_yaw,lateral_only_waypoint_error_m,truth_age_sec,raw_true_error_m,corrected_true_error_m,raw_true_yaw_error_rad,corrected_true_yaw_error_rad,bias_removed_true_error_m,lateral_disabled_true_error_m,p_x,p_y,p_yaw,lag_position_m,lag_yaw_rad
113.65,0.7005730497354068,4.503572202270845,-1.5594908088945756,1.168035444546296,5.510474963150697,-1.5582575116903432,0.31831750062837716,1.074042808641319,3.129838893884588,5.598364364467738,-2.276960956142479,0.6036064950721356,0.0800000000000125,0.3578004393020095,1.2878345134868445,0.01435968343118077,0.013126386226948394,2.987477665136987,2.541898774356794,0.6924791824075782,0.43068015630045864,0.03670053983766461,0.0,0.0
113.69,0.6980894821023923,4.4833834732626325,-1.5931999906338932,1.1655767774987926,5.490283186519992,-1.5919666934296608,0.3173746996827748,1.0621211780316353,3.114693898749882,5.584785630744577,-2.3106701378817966,0.5842999728457324,0.09999999999999432,0.35718120401997216,1.2790531354763712,0.03256985916702095,0.03133656196278903,2.973099563575681,2.527718616350093,0.698077765253279,0.4306847724105403,0.036764539839264594,0.0,0.0
113.73000000000002,0.6949005998404921,4.463288439697694,-1.6285963719094736,1.162412680804504,5.470184235398964,-1.6273630747052412,0.31587079040092414,1.0496271070758623,3.099079072103427,5.57174122455428,-2.346066519157377,0.5647759818740772,0.0,0.3670246048572061,1.3223613747937735,0.04989384978324063,0.05112714698747256,2.9914104202828438,2.5508406482435646,0.7036874179561812,0.4306650024515942,0.03682853984086463,0.0,0.0
113.75,0.6886121450587879,4.456297296138692,-1.6485003946067753,1.156132852960858,5.463185341625069,-1.647267097402543,0.3104568287045062,1.0407448698226274,3.0897443595450955,5.570608134417779,-2.365970541854679,0.5557649885861219,0.0,0.36352640337406905,1.3220059340157222,0.04724364404331549,0.048476941247548304,2.9883802911468003,2.548821213835302,0.7056117670383009,0.43046883865326047,0.0368605398412646,0.0,0.0
113.79000000000002,0.6842093865933676,4.4373647171363295,-1.6824365845969724,1.151753447334617,5.444247347112809,-1.68120328739274,0.3090515272709197,1.027748962070399,3.0739792031444217,5.55923770463488,-2.399906731844876,0.5367714152930693,0.0,0.36475685800170204,1.3227663367804634,0.04618124139325097,0.0474145385974829,2.9818947677303904,2.543418167008493,0.7109581042558037,0.43040660540334297,0.03692453984286463,0.0,0.0
113.83000000000001,0.6753769675210386,4.4191875066996,-1.7142147906734764,1.1429434528765683,5.4260592575050595,-1.712981493469244,0.3033331446685302,1.0112384846845177,3.0553730640474357,5.551348839454512,-2.43168493792138,0.5165628833579291,0.0,0.36223832713812326,1.3216176068369045,0.0474712383100635,0.04870453551429632,2.9747110066788958,2.5377270889470744,0.7161234138985688,0.4301772006188581,0.03698853984446462,0.0,0.0
113.85,0.6725236060790161,4.409888815327604,-1.731101075727839,1.1401015616517232,5.416757054163023,-1.7298677785236065,0.3020500608937474,1.0042504745105054,3.0471094283745273,5.546218570629598,-2.448571222975742,0.506938252612579,0.020000000000010232,0.3671859518940794,1.331376072361152,0.06669174247558818,0.06792503967982055,2.978843169184903,2.5430909551882697,0.718652946823916,0.4301222840518024,0.037020539844864586,0.0,0.0
113.89000000000001,0.666324085797387,4.391462651893057,-1.7672177543009213,1.1339247710149845,5.398323258892681,-1.765984457096689,0.2990608359385127,0.9899255510837658,3.0303234216256505,5.536411046575809,-2.4846879015488246,0.4876326084261826,0.0,0.36418892331626457,1.3226155303442686,0.04934327861877241,0.05057657582300479,2.966671644751426,2.531414850125589,0.723917874114685,0.43000984826555655,0.03708453984646462,0.0,0.0
113.93,0.6594334048300557,4.373299834157294,-1.8046555045771284,1.1270564954347473,5.380151956714521,-1.803422207372896,0.2963455094942588,0.975122485849371,3.013189789710191,5.527256370738749,-2.5221256518250317,0.4682688554674241,0.0,0.3654831893165741,1.3232252416782833,0.04872641327321903,0.0499597104774514,2.961914901292558,2.527844398716995,0.7291385402688164,0.42988404159204074,0.037148539848064606,0.0,0.0
113.95000000000002,0.6517870575657555,4.363422855086128,-1.8211692285597807,1.1194223352331643,5.370265554938592,-1.8199359313555483,0.291435932038509,0.9636578673088864,3.000934563028364,5.524841673856003,-2.538639375807684,0.4560685308887906,0.01999999999998181,0.3670748767840839,1.3299421597198087,0.06721747560822289,0.06845077281245526,2.9647398972736823,2.532222189645758,0.7318448539515968,0.4296613446467157,0.037180539848464624,0.0,0.0
113.99000000000001,0.6435443837742538,4.345138240251672,-1.8561584707391878,1.111202218068945,5.35197078834582,-1.8549251735349555,0.28806872202178824,0.9476120028396666,2.982702163865147,5.5164841364417505,-2.573628617987091,0.436015574287822,0.0,0.3627509282748503,1.3202118498102189,0.04941182947162037,0.05064512667585274,2.952378783018379,2.520527898464336,0.7371125771472891,0.4295041966881941,0.03724453985006461,0.0,0.0
114.03,0.6346476191813654,4.3271622563103165,-1.8916147868557647,1.102327629967261,5.333983845723278,-1.8903814896515323,0.28399337936245395,0.9311423229283693,2.964179844772495,5.508789195616042,-2.609084934103668,0.41596130832745265,0.0,0.36354386324644067,1.320072653732752,0.05055081542899886,0.05178411263323168,2.9481648918519454,2.5175942818828108,0.7423207538902761,0.4293407040732338,0.037308539851664595,0.0,0.0
114.05000000000001,0.6276173514710406,4.321506158412067,-1.9120697709127954,1.095304343251488,5.328319081719238,-1.910836473708563,0.27874202255997654,0.9222549781114006,2.9551639639683493,5.509149751906873,-2.629539918160699,0.4078389026214685,0.01999999999998181,0.36751379493381076,1.330759258101457,0.06568003816869172,0.06691333537292365,2.956321265371372,2.527283560374581,0.7439516562657481,0.4291589792955623,0.03734053985206461,0.0,0.0
114.09,0.61784916950638,4.304832697836296,-1.9476538985964948,1.0855567320427364,5.311633586755361,-1.9464206013922625,0.2746885740164088,0.9056509894127445,2.936841440601549,5.503009165294866,-2.665124045844398,0.3885883188421938,0.0,0.3625359880038609,1.3214553427682143,0.04810330448512712,0.04933660168935949,2.9454079845775576,2.517195078690508,0.7488251398615603,0.42899071735849226,0.0374045398536646,0.0,0.0
